Label,Keywords
ham,"['aight', 'text', 'back']"
ham,"['dont know supports ass', 'think ps3', 'srt', 'thnk', 'play', 'usb']"
ham,"['oh ok', 'didnt know', 'baby jontin', 'meant', 'yep']"
spam,"['guaranteed å 1000 cash', 'claim yr prize call', 'å 2000 prize', 'customer service representative']"
spam,"['xxx pics', 'nearly banned', 'would', 'like', 'see', 'hot', 'uk']"
spam,"['hmv bonus special 500 pounds', 'answer 4 easy questions', 'genuine hmv vouchers', 'send hmv', 'play', '86688', 'info', 'www', '100percent', 'real', 'com']"
ham,"['got new job', 'watching tv']"
ham,"['pen thing', 'beyond', 'joke', 'wont', 'biro', 'masters', 'ever']"
ham,"['alex nichols', 'party']"
spam,"['looking 2 make contact', 'secret admirer', 'r reveal', 'thinks ur', 'u', 'find', 'special', 'call', '09058094594']"
ham,"['missed call', 'dear brother', 'gr8 day', 'seeing']"
ham,"['ìï finishing soon', 'ok']"
ham,"['sorry', 'help']"
ham,"['unconsciously avoiding', 'come', 'slave', 'going', 'shell', 'making', 'unhappy']"
ham,"['enjoy doggy style', 'love', 'ass']"
ham,"['think asking', 'lazy people', 'gym', 'excuse', 'jog']"
spam,"['86688 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs', 'dear 0776xxxxxxx u', 'contact u', 'final attempt', 'txt chat', 'invited', 'xchat']"
spam,"['å 5000 cash await collection sae', 'abta complimentary 4 tenerife holiday', 'cs box 326 cw25wx 150ppm', 'please call 09061743811', 'urgent', 'landline']"
ham,"['long dry spell', 'way home', 'season would']"
ham,"['gotta collect da car', '6 lei']"
ham,"['full time work lark', 'came home', 'ok', 'knackered', 'went', 'sleep', 'good']"
ham,"['probably earlier', 'station', 'think']"
spam,"['listening 60p min 24 7mp 0870753331018', 'extreme dirty live chat going', 'call 09090900040 listen', 'office right', 'total privacy', 'one knows', 'sic']"
ham,"['good morning plz call', 'sir']"
spam,"['18 150p rcvd stop2stop', 'txt ill send u', 'freemsg hey u', 'video pic fones', 'got 1', 'reply wild', 'work xxx', 'pics', 'hurry', 'im', 'bored']"
ham,"['much left', 'uh', 'heads']"
ham,"['tot u outside cos darren say u come shopping', 'jus went sim lim look', 'nice wat', 'mp3 player', 'course']"
ham,"['sounds good', 'aight', 'want', 'come']"
ham,['wat would u like 4 ur birthday']
ham,"['love working', 'home']"
ham,"['miss vday', 'double coins', 'u must', 'parachute', 'know', 'well']"
ham,"['call later', 'sorry']"
ham,"['sister got placed', 'birla soft da']"
spam,"['std txt rate', 'txt pod', 'free entry', 'weekly comp', 'get entry', 'apply 08452810073', 'details 18', '2', 'chance', 'win', 'ipod', '80182', 'c']"
ham,"['muz make use', 'okie okie', 'e unlimited', 'wah', 'haha']"
ham,"['people', 'mu', 'table', 'lambda']"
ham,"['build snowman snow angels', 'old man', 'snowball fights', 'stop', 'get']"
ham,['ello babe u ok']
ham,"['hello beautiful r u ok', 'night wiv u miss u', 'row wiv', 'kinda ad', 'walked', 'pub', 'wanted']"
ham,['u going ikea str aft dat']
ham,"['lt gt jan whn al', 'cn go fr', 'post ofice', 'becoz', 'holiday', 'got', 'duffer']"
ham,"['like 2 minutes away', 'lol grr', 'taking forever', 'mom', 'prescription', 'pharmacy', 'ugh']"
ham,"['real tho', 'even cook', 'whole electricity', 'sucks', 'hungry']"
ham,"['want', 'go']"
spam,"['new textbuddy chat 2 horny guys', '25p free 2 receive search postcode', '08715500022 rpl stop 2 cnl', 'ur area 4', 'txt one name', 'gaytextbuddy', 'com', '89693']"
ham,"['time', 'month', 'mid']"
ham,"['text kadeem', 'far gone', 'fffff']"
ham,"['go elsewhere n eat', 'leaving yet', 'ok lor', 'u thk']"
ham,"['series lifebook good', 'fujitsu']"
ham,"['wanted 2 scold u yest', 'got zhong se qing', 'n u still', 'w u', 'u ask', 'late already', 'ask', 'yar', 'b4', 'go', 'lor', 'act', 'real']"
ham,"['dont know', 'bring', 'food']"
ham,"['alone also', 'current', 'food']"
ham,"['dun haf da book', 'sch fr 4', 'sch', '6', 'home']"
ham,"['village pub', 'either come', 'hello', 'going', '8', 'accordingly', 'ok']"
ham,['ok']
ham,"['call like lt gt times oh', 'give us hypertension oh']"
ham,"['dont give', 'monkeys wot', 'sleep wiv', 'think', 'certainly', 'mind', 'friend', 'mine', 'wud', 'annoyin']"
ham,"['could snow', 'omg', 'tonite']"
spam,"['tells u 2 call 09066358152', 'claim å 5000 prize', 'ur mobile personal details', '2 enter', 'call', 'u', '08702490080', 'prompts', 'careful']"
spam,"['free 1st week entry 2 textpod 4', 'chance 2 win 40gb ipod', 'å 250 cash every wk', '81303 ts cs www', 'net custcare 08712405020', 'txt vpod', 'textpod']"
ham,"['carry', 'disturbing']"
ham,"['pa tell', 'went', 'bath']"
ham,['jus finished avatar nigro']
ham,"['r u', 'scratching']"
ham,"['great day', 'hope']"
ham,"['either', 'idea', 'know', 'anyplaces', 'something']"
ham,"['planning usually stops', 'find hella weed']"
ham,"['cleaning shows', 'fact', 'know', 'upset', 'priority', 'constantly', 'want']"
ham,"['excellent', 'ready', 'moan', 'scream', 'ecstasy']"
spam,"['join like minded guys', '50 minapn ls278bb', 'call 09090204448', 'arrange 1', 'aå 1', '1', 'people', 'dogging', 'area', 'evening']"
ham,"['almost tried hittng one', 'dude avatar 3d', 'one point', 'actually flies', 'imp', 'thought', 'room', 'reflex']"
spam,"['4 costa del sol holiday', 'å 5000 await collection', 'well done', 'call 09050090044', 'costå 1', '50 pm', 'toclaim', 'sae', 'tcs', 'pobox334', 'stockport', 'sk38xh', 'max10mins']"
ham,"['search job', 'k', 'cant', 'come']"
ham,"['got lousy sleep', 'every 2 hours', 'kept waking', 'cat wanted', 'see', 'come', 'worry', 'cold']"
ham,"['couple minutes amp let', 'yeah', 'leave', 'know', 'get', 'mu']"
ham,"['make sure dat', 'ì_ call', '10', 'woken']"
ham,"['go jazz power yoga hip hop kb', 'hey', 'yogasana']"
ham,"['mr adewale', 'aka egbon', 'battery', 'uncle']"
ham,"['cant pick', 'phone right', 'pls send', 'message']"
ham,"['wait 2 min', 'bus stop', 'stand']"
ham,"['meant mary jane', 'oh ic', 'thought']"
ham,"['really oh', 'lesson tmr', 'haha', 'deduct']"
ham,"['nah im goin 2', 'j wot bout u', 'wrks']"
ham,"['ur monkey face bitch', 'u asshole', 'eat', 'shit', 'wait']"
ham,"['good night', 'going', 'sleep']"
ham,"['grab something', 'aight', 'eat', 'text', 'back', 'mu']"
ham,"['search job', 'k', 'cant', 'come']"
ham,"['next 6hrs see', 'take something', 'moves however', 'pain', 'side', 'doctor']"
ham,"['lol', 'oh', 'babe', 'wont', 'sliding', 'place', 'midnight', 'thanks', 'invite']"
ham,"['persons story', 'howz']"
spam,"['landline datebox1282essexcm61xn 150p min 18', 'know secretly fancies', 'wanna find', 'give us', 'guess', 'somebody', 'call', '09065394973']"
ham,"['awesome payback', 'lol', 'would']"
spam,"['500 free text messages', '31 december 2005', '80488', 'valid']"
ham,"['clark also utter waste', 'yes', 'completely', 'form']"
ham,"['world god laughed amp said', 'gm gn ge gn', 'u havnt met', 'honeybee said', 'even god', 'person reading', 'msg moral', 'crack jokes', 'sweetest', 'wait']"
ham,"['quite nice', 'speak soon', 'thanks', 'tescos', 'gone']"
ham,"['feathery bowa', 'something guys', 'know']"
ham,"['vava playing umma', 'cant close', 'even', 'eyes']"
ham,"['wan fast one', '2 laptop', 'noe infra', 'slow lar']"
spam,"['even å 1000 cashto claim ur award call free', 'guaranteed å 200 award', '2 stop getstop', '88222 php', '08000407165', '18']"
ham,"['nvm', 'ok']"
ham,"['enjoy ur life', 'good night']"
ham,"['march û_ ish', 'town cos', 'could text', 'bus stop', 'yes', 'meet', 'go', 'gep', 'home', 'worry', 'finished']"
ham,"['askd u', 'question', 'hours', 'answer']"
ham,"['thats cool', 'cum']"
ham,"['chennai still silent', 'delhi']"
ham,"['lol alright', 'thinkin', 'haha']"
spam,"['win å 100 weekly', '2006 fifa world cup', 'send stop', 'end service', 'reply', 'held', '87239']"
ham,"['half naked', 'boat', 'still', 'moms', 'check', 'yo']"
ham,"['shhhhh nobody', 'supposed', 'know']"
ham,"['call later', 'sorry']"
ham,"['trade please call arul', 'call later', 'thing related', 'lt gt', 'sorry', 'meeting']"
ham,"['drink tea', 'hey', 'late', 'amk', 'need', 'coffee']"
ham,"['bmw car urgently', 'lt gt lacs', 'arng dis amt', 'vry urgent', 'wnt', 'buy', 'hv', 'shortage', 'source', 'thats', 'prob']"
spam,"['cs box 326 cw25wx 150 ppm', 'abta complimentary 4 tenerife holiday', '5000 cash await collection sae', 'please call 09061743810', 'urgent', 'landline']"
ham,"['dun wan 2 distract u also', 'e top shorter n', 'going liao', 'e', 'length', 'got', 'fringe', 'thk', 'lazy']"
ham,['antha num corrct dane']
ham,"['missed calls', 'calls', 'messages']"
ham,"['call later', 'sorry']"
ham,"['gettin full', 'basket', 'might', 'tonight']"
ham,"['lift see u tomorrow xxx', 'hi darlin ive', 'really nice night', 'got back', 'thanks', 'much']"
ham,"['valentines huh', 'fb page', 'rupaul show', 'proof', 'ugh', 'glad', 'really', 'watch', 'tool']"
spam,"['free tones hope', 'new content', 'text stop', '08712400602450p provided', 'enjoyed', '61610', 'unsubscribe', 'help', 'tones2you', 'co', 'uk']"
ham,['eh den sat u book e kb liao huh']
ham,"['practising', 'curtsey']"
ham,"['get pickle', 'shall', 'come']"
ham,"['lol boo', 'hoping', 'laugh']"
ham,"['def up4 something sat', 'yeh']"
ham,"['never came back', 'class babe', 'nice sleep', 'well', 'leave', 'hope', 'love']"
ham,"['fish memory', 'lmao', 'need']"
ham,"['sis need 2 take smth', 'b going 2 sch', 'mon']"
ham,"['soon get converted', 'idea', 'live']"
spam,"['themob yo yo yo', 'next link sent', 'new selection', 'hot downloads', 'click open', 'ur fone', 'comes', 'members', 'get', 'free']"
ham,"['south african soil', 'india going', 'many years', 'draw', 'series']"
ham,"['lt decimal gt min', 'goodmorning', 'today', 'late']"
ham,"['major roles', 'community outreach', 'rock mel', 'take']"
ham,"['raining mah hard 2 leave orchard', 'shopping lor']"
ham,"['8lb 7oz', 'hi', 'birth', 'mother', 'baby', 'brilliantly']"
ham,"['forwarding message', 'see', 'proof']"
ham,"['room clean', 'best choice', 'drop buy', 'tried everything', 'keep going', 'keep', 'never', 'intention', 'run', 'choose', 'rather', 'say', 'visitors', 'maybe', 'yes', 'wanted', 'embarassed', 'feel', 'friend', 'wants', 'happened', 'morning', 'know', 'else']"
ham,"['thk mum lazy', 'dunno lei', 'neva ask', 'go', 'yet']"
ham,"['lt gt movie doesnt inlude', 'talk earlier', 'start happening', 'showing responsibility', 'still getting', 'every week', 'week', 'whatever', 'want', 'know', 'rules', 'yet', 'bend', 'rule', 'way', 'tired', 'thia', 'argument', 'previews', '1']"
ham,"['heart feels light', 'beautiful truth', 'read carefully', 'someone leaves', 'feels', 'someone', 'gravity', 'heavy', 'goodmorning']"
spam,"['guaranteed å 1000 cash', 'å 2000 gift', 'call freefone 08006344447', 'great news', 'live operator', 'claim', 'speak']"
ham,"['arun dha marrge', 'met u', 'ambrith', 'madurai', 'remembr']"
ham,"['blame u 4 ever', 'really 4 ever', 'long time', 'read', 'shame', 'tell', 'takes', 'runs']"
ham,"['kitty shaved', 'princess', 'natural']"
ham,"['wont use', 'better', 'bb', 'wife', 'doctor']"
ham,"['ya', 'came', 'ago']"
ham,"['tomorrow onwards eve 6', '3 work']"
ham,"['toa payoh got place 2 walk meh', 'anything lor']"
ham,"['tactful way', 'ask alex', 'anybody', 'number', 'still', 'thought']"
spam,"['music gift vouchers every week starting', 'win å 100', '87066 tscs www', 'word draw', 'com skillgame', 'u', 'txt', 'ldew', '1winaweek', 'age16', '150ppermesssubscription']"
ham,"['watch unlimited movies', 'movie theatre', 'go', 'pay']"
ham,"['lunch alone', 'u', 'bored']"
ham,"['potato head û_ speak soon', 'yes obviously', 'eggs', 'pert']"
ham,"['nah man', 'crammed full', 'car', 'meant', 'people']"
ham,"['got new job', 'satsgettin 4', '47per hour', 'bar', 'airport', 'means', 'lie', 'keep', 'touch']"
ham,"['2nd innings', 'kallis', 'ready', 'bat']"
ham,"['thanx', 'birthday', 'already']"
ham,"['take u back', 'admit u', 'u', 'ugh', 'apologize', 'wrong', 'ask']"
ham,"['u wana pei bf oso rite', 'noe la', 'k lor', 'days den']"
ham,"['small kid', 'yes', 'boost', 'secret', 'energy']"
ham,"['im gonna miss u', 'much']"
ham,"['avatar supposed', 'subtoitles']"
ham,"['simply sitting', 'watching match', 'office']"
ham,"['remember later', 'jot', 'things', 'want']"
ham,['oh sorry please']
ham,"['lo lesson', 'hey', 'going', 'gym']"
ham,"['must pack food', 'dont pack', 'pack gari', 'like cereals', 'something 9ja', 'buy', 'store', 'miss']"
ham,['always make things bigger']
ham,"['ìï dun wan', 'watch infernal affair']"
ham,"['waking', '4', 'afternoon', 'sup']"
spam,"['4mths half price orange line rental latest camera phones 4 free', 'call mobilesdirect free', 'phone 11mths', '08000938767', 'update', 'or2stoptxt']"
ham,"['send', 'pic', 'like']"
ham,"['okay', 'booked', 'already', 'including', 'one', 'bugis']"
ham,"['aight fuck', 'get', 'later']"
ham,"['ill tell', 'de', 'call', 'time', 'k']"
ham,['dont use hook']
ham,"['blackberry bold2', 'much', 'nigeria']"
ham,"['hi', 'home', 'calicut']"
ham,"['love pete xx', 'hey darlin', 'pick u', 'u tell', '2 mt', 'college', 'wen']"
spam,"['calls cast 10p min', 'use ur mins', 'call 09094100151', 'mob vary', 'service provided', 'gbp5 month', 'm60 1er', 'u stop', 'ages 18', 'aom box61', 'aom']"
ham,"['parco 4 nb', 'goin yogasana', '10 den', '3 den', 'okie lor', 'u call', 'oh', 'thkin', 'nd', 'go', 'rush', 'ready']"
ham,"['go n get da laptop', 'late', 'need']"
ham,"['sir', 'waiting', 'mail']"
ham,"['please charge', 'mobile', 'get', 'morning']"
ham,"['got msg frm tht unknown', 'nothing']"
ham,"['ugh fuck', 'resubbing', 'eve']"
ham,"['early spring yay', 'see', 'shadow', 'get']"
ham,"['one slice', 'one breadstick', 'lol']"
ham,"['ahmad saeed al hallaq', 'hey', 'want', 'crave', 'miss', 'need', 'love']"
ham,['training tomorrow']
spam,"['000 bonus caller prize', '02 06 03', 'call 09066362220 asap', 'å 2', '2nd attempt', 'urgent', 'mobile', 'reach', 'box97n7qp', '150ppm']"
ham,"['ur contacts n see wat u get', 'purple u r realy hot', 'pink u r', 'realy wana go', 'blue u put', 'wnt u bck', 'nw plz giv', 'luv wid u', 'wid u', 'lyk u', 'pass dis', 'one color', 'u', 'red', 'smile', 'face', 'swt', 'orange', 'thnk', 'green', 'yelow', 'black', 'jealous', 'brown', 'miss']"
ham,['cos daddy arranging time c wat time fetch ì_ mah']
ham,['eldest know']
ham,"['say hi', 'drugdealer']"
ham,"['believe things like', 'say lie', 'think twice', 'saying anything', 'hard']"
spam,"['eerie nokia tones 4u', '8007 eg tone dracula', 'rply tone title', 'uk pobox36504w45wq 150p', '8007 titles', 'twilight www', 'ghost', 'addamsfa', 'munsters', 'exorcist', 'getzed', 'co']"
spam,"['gay men text', 'sexy singles', 'age followed', 'f e', 'text', 'e', 'waiting', 'gender', 'wither', 'g', '23f', '23g']"
ham,"['sleepwell amp take care', 'good night', 'dear']"
ham,['wondarfull song']
spam,"['use web2mobile 2 ur mates etc', 'claim ur 250 sms messages', 'text ok', 'join txt250', '50p wk', 'c box139', 'remove txtx', 'freemsg', '84025', 'com', '1', 'la32wu', '16', 'stop']"
ham,"['cos da ge slow wat', 'yar lor actually', 'quite fast', 'haha']"
ham,"['must come later', 'da afternoon mah', 'normally bathe']"
ham,"['trust', 'even']"
ham,"['2 get last bus home', 'onbus goin 2 meet', 'donyt feel like', 'hes sweet latelyxxx', 'hey hun', 'wants 2go', '4a meal', 'cuz']"
spam,"['85233 free ringtone', 'reply real']"
ham,"['like noon', 'take']"
ham,"['opening', 'mca']"
ham,"['aight', 'wat', 'happening', 'side']"
ham,['done oredi']
ham,"['please tell', 'sweet', 'well', 'princess', 'likes', 'dislikes', 'bed']"
ham,"['great semester', 'wish']"
ham,"['rich day', 'moji', 'love', 'words']"
ham,"['buff wind', 'dude', 'like']"
ham,['alright babe']
spam,"['box39822 w111wx å 1', 'well done england', 'official poly ringtone', 'txt eng stop', 'yer mobile', 'text tone', 'colour flag', 'flag', 'get', '84199', 'opt', '50']"
ham,"['fucking gas tank', 'even call home', 'even fill', 'actually could', 'thanksgiving cuz', 'get work', 'get', 'give', 'everything', 'want', 'need', 'better', 'yor', 'got', 'money', 'man', 'pay', 'rent', 'yes', 'stressed', 'depressed', 'tell', 'nothing']"
ham,"['kallis wont play', 'first two odi']"
ham,"['cash together', 'text jason', 'get']"
ham,"['soooo good', 'much today', 'oh', 'love', 'hear', 'omg', 'missed', 'sorry', 'problems', 'provider', 'thank', 'tming']"
spam,"['claim ur å 150 worth', 'discount vouchers today', 'member offers mobile', '00 subs 16', 'cs savamob pobox84', 'å 3', 'final chance', 'text yes', 'savamob', '85023', 'm263uz']"
spam,"['07742676969 shows 786 unredeemed bonus points', 'claim call 08719180248 identifier code', '2004 account statement', '45239 expires', 'private']"
ham,"['probably', 'want', 'pick']"
ham,['done']
ham,"['cutest girl', 'world']"
ham,"['art class 6 thru 9', 'thanks though', 'come tomorrow', 'dice', 'idea', 'time']"
spam,"['inclusive text credits', 'pls goto www', 'net login unsubscribe', 'sms services', 'extra charge', 'po box420', 'ip4 5we', 'comuk', 'stop', 'help', '08700469649']"
ham,"['oh howda gud gud', 'mathe en samachara chikku']"
ham,"['thk 530 lor', 'get tickets', 'wat u', 'dunno']"
ham,['audrie lousy autocorrect']
ham,"['tough questions', 'site', 'simulate', 'test', 'gives', 'readiness']"
ham,"['anyway seriously hit', 'back', 'otherwise', 'light', 'armand', 'always', 'shit', 'vomiting']"
ham,"['fetch yun', 'u fetch']"
ham,"['thank', 'like', 'well']"
ham,"['come home', 'get ready', 'ready', 'hmmm', 'imagine', 'rub', 'feet', 'make', 'dinner', 'help', 'date', 'sure', 'kind', 'life']"
spam,"['uk 0870241182716 å 3 wk', 'free2day sexy st george', '89080 dont miss', 'pics c pocketbabe', 'every wk', 'day pic', 'txt pic', 'saucy celeb', 'jordan', '4', 'co']"
ham,"['lara said', 'lt gt', 'loan']"
ham,['spare power supplies']
ham,"['aft many guesses lor', 'willing 2 go', 'thk leona still', '2 bring', 'thk darren', 'quite clever', 'got ask', 'attach wat', 'yar', 'aiya']"
spam,"['receive å 1000 cash', 'å 2000 award', 'claim call 087123002209am', 'specially selected', 'live operator', 'cost 10p', 'winner', 'speak', '7pm']"
ham,"['yeah', 'go', 'bed', 'back', 'midnight']"
spam,"['claim ur med holiday send', 'stamped self address envelope', 'po box 113', 'quiz starts saturday', 'sunshine hols', 'us uk', 'unsub stop', 'drinks', 'bray', 'wicklow', 'eire']"
ham,"['ask nickey platt instead', 'washob nobbing', 'last night', 'well', 'available']"
ham,"['time', 'week', 'ryan']"
ham,"['wish u many many returns', 'happy birthday vikky', 'day']"
